recipe,rel,material
粉葛鲫鱼汤,contains,盐
黄瓜氽肉片汤,contains,酱油
黄瓜氽肉片汤,contains,盐
黄瓜氽肉片汤,contains,味精
黄瓜氽肉片汤,contains,猪油（炼制）
海参猪爪汤,contains,姜
海参猪爪汤,contains,大葱
海参猪爪汤,contains,盐
核桃炖鸡,contains,姜
核桃炖鸡,contains,盐
什锦豆腐,contains,色拉油
什锦豆腐,contains,盐
鸡腿菇炖笋,contains,香油
鸡腿菇炖笋,contains,盐
红松豆腐,contains,植物油
红松豆腐,contains,黄酒
红松豆腐,contains,盐
红松豆腐,contains,酱油
红松豆腐,contains,白砂糖
红松豆腐,contains,味精
红松豆腐,contains,大葱
红松豆腐,contains,姜
红松豆腐,contains,淀粉(豌豆)
鲫鱼鸳鸯蛋,contains,盐
鲫鱼鸳鸯蛋,contains,味精
鲫鱼鸳鸯蛋,contains,酱油
鲫鱼鸳鸯蛋,contains,醋
鲫鱼鸳鸯蛋,contains,姜
鲫鱼鸳鸯蛋,contains,白砂糖
鲫鱼鸳鸯蛋,contains,黄酒
鲫鱼鸳鸯蛋,contains,大葱
鲫鱼鸳鸯蛋,contains,大蒜
鲫鱼鸳鸯蛋,contains,鸡油
鲫鱼鸳鸯蛋,contains,淀粉(豌豆)
鲫鱼鸳鸯蛋,contains,植物油
大煮干丝,contains,料酒
大煮干丝,contains,盐
大煮干丝,contains,味精
大煮干丝,contains,淀粉(豌豆)
大煮干丝,contains,鸡蛋
大煮干丝,contains,姜
大煮干丝,contains,花生油
大煮干丝,contains,猪油（炼制）
白菜炒干丝,contains,猪油（炼制）
白菜炒干丝,contains,香油
白菜炒干丝,contains,盐
白菜炒干丝,contains,酱油
白菜炒干丝,contains,味精
白菜炒干丝,contains,料酒
白菜炒干丝,contains,白砂糖
白菜炒干丝,contains,大葱
白菜炒干丝,contains,姜
素炒小白菜,contains,酱油
素炒小白菜,contains,植物油
素炒小白菜,contains,姜
素炒小白菜,contains,盐
长鱼煮干丝,contains,猪油（炼制）
长鱼煮干丝,contains,虾籽
长鱼煮干丝,contains,料酒
长鱼煮干丝,contains,盐
长鱼煮干丝,contains,味精
长鱼煮干丝,contains,鸡油
长鱼煮干丝,contains,植物油
长鱼煮干丝,contains,大葱
长鱼煮干丝,contains,姜
兰花豆干,contains,植物油
兰花豆干,contains,香油
兰花豆干,contains,酱油
兰花豆干,contains,料酒
兰花豆干,contains,味精
兰花豆干,contains,桂皮
兰花豆干,contains,八角
兰花豆干,contains,大葱
兰花豆干,contains,姜
兰花豆干,contains,盐
兰花豆干,contains,白砂糖
炒豆腐泥,contains,盐
炒豆腐泥,contains,大葱
炒豆腐泥,contains,姜
炒豆腐泥,contains,香油
炒豆腐泥,contains,色拉油
炒豆腐泥,contains,淀粉(豌豆)
翡翠干丝,contains,姜
翡翠干丝,contains,姜汁
翡翠干丝,contains,白酱油
翡翠干丝,contains,白砂糖
翡翠干丝,contains,盐
翡翠干丝,contains,味精
翡翠干丝,contains,香油
温拌海肠,contains,香菜
温拌海肠,contains,大蒜
温拌海肠,contains,醋
温拌海肠,contains,料酒
温拌海肠,contains,味精
温拌海肠,contains,盐
温拌海肠,contains,白砂糖
温拌海肠,contains,香油
枸杞头氽鸡片,contains,盐
枸杞头氽鸡片,contains,味精
枸杞头氽鸡片,contains,料酒
枸杞头氽鸡片,contains,猪油（炼制）
银丝肉,contains,料酒
银丝肉,contains,淀粉(豌豆)
银丝肉,contains,猪油（炼制）
银丝肉,contains,味精
银丝肉,contains,盐
银丝肉,contains,大葱
银丝肉,contains,姜
银丝肉,contains,苏打粉
油漆白菜,contains,大葱
油漆白菜,contains,姜
油漆白菜,contains,红辣椒
油漆白菜,contains,白砂糖
油漆白菜,contains,醋
油漆白菜,contains,酱油
油漆白菜,contains,盐
油漆白菜,contains,味精
油漆白菜,contains,香油
油漆白菜,contains,花椒
豆腐烧油菜,contains,料酒
豆腐烧油菜,contains,淀粉(豌豆)
豆腐烧油菜,contains,盐
豆腐烧油菜,contains,味精
豆腐烧油菜,contains,姜
豆腐烧油菜,contains,香油
豆腐烧油菜,contains,大豆油
肉松,contains,酱油
肉松,contains,料酒
肉松,contains,姜
肉松,contains,葱白
肉松,contains,花生油
五香酱兔肉,contains,料酒
五香酱兔肉,contains,酱油
五香酱兔肉,contains,盐
五香酱兔肉,contains,味精
五香酱兔肉,contains,白砂糖
五香酱兔肉,contains,大豆油
五香酱兔肉,contains,大葱
五香酱兔肉,contains,姜
五香酱兔肉,contains,茴香籽[小茴香籽]
五香酱兔肉,contains,桂皮
五香酱兔肉,contains,香叶
芦荟拌鸡丝,contains,盐
芦荟拌鸡丝,contains,味精
芦荟拌鸡丝,contains,酱油
芦荟拌鸡丝,contains,醋
芦荟拌鸡丝,contains,香油
粉皮拌鸡丝,contains,醋
粉皮拌鸡丝,contains,白砂糖
粉皮拌鸡丝,contains,辣椒油
粉皮拌鸡丝,contains,味精
粉皮拌鸡丝,contains,酱油
粉皮拌鸡丝,contains,花椒粉
粉皮拌鸡丝,contains,香油
豌豆拌鸡肉,contains,芝麻酱
豌豆拌鸡肉,contains,辣酱油
豌豆拌鸡肉,contains,胡椒粉
香辣鱼丁,contains,花生油
香辣鱼丁,contains,料酒
香辣鱼丁,contains,葱汁
香辣鱼丁,contains,姜汁
香辣鱼丁,contains,盐
香辣鱼丁,contains,味精
香辣鱼丁,contains,白砂糖
香辣鱼丁,contains,酱油
香辣鱼丁,contains,大蒜
香辣鱼丁,contains,辣椒油
香辣鱼丁,contains,香油
鸳鸯河虾,contains,花生油
鸳鸯河虾,contains,料酒
鸳鸯河虾,contains,盐
鸳鸯河虾,contains,淀粉(豌豆)
鸳鸯河虾,contains,味精
鸳鸯河虾,contains,胡椒粉
鸳鸯河虾,contains,葱汁
鸳鸯河虾,contains,姜汁
香椿豌豆,contains,盐
香椿豌豆,contains,花椒
香椿豌豆,contains,香油
香椿豌豆,contains,味精
冬笋扁豆,contains,盐
冬笋扁豆,contains,辣酱油
冬笋扁豆,contains,白砂糖
冬笋扁豆,contains,味精
冬笋扁豆,contains,香油
枸杞干丝,contains,盐
枸杞干丝,contains,大葱
枸杞干丝,contains,姜
枸杞干丝,contains,香油
枸杞干丝,contains,味精
蜜汁熏干,contains,葱白
蜜汁熏干,contains,料酒
蜜汁熏干,contains,白砂糖
蜜汁熏干,contains,酱油
蜜汁熏干,contains,香油
蜜汁熏干,contains,桂花
蜜汁熏干,contains,味精
大枣荔枝干,contains,盐
燕菜素鸡丝汤,contains,胡椒粉
燕菜素鸡丝汤,contains,淀粉(玉米)
燕菜素鸡丝汤,contains,盐
燕菜素鸡丝汤,contains,味精
三色蔬菜粥,contains,盐
鹌鹑粥,contains,黄酒
鹌鹑粥,contains,香油
鹌鹑粥,contains,盐
附子冰糖炖冬瓜,contains,冰糖
蘑菇地栗,contains,大葱
蘑菇地栗,contains,盐
蘑菇地栗,contains,味精
蘑菇地栗,contains,香油
蘑菇地栗,contains,植物油
人参炖鹌鹑,contains,大葱
人参炖鹌鹑,contains,姜
人参炖鹌鹑,contains,料酒
人参炖鹌鹑,contains,盐
人参炖鹌鹑,contains,味精
党参香菇延寿鸡,contains,大葱
党参香菇延寿鸡,contains,姜
党参香菇延寿鸡,contains,料酒
党参香菇延寿鸡,contains,盐
菠菜粥,contains,盐
菠菜粥,contains,甜面酱
山药芡实粥,contains,植物油
山药芡实粥,contains,盐
虾酱牛肉炒通菜,contains,虾酱
虾酱牛肉炒通菜,contains,大蒜
虾酱牛肉炒通菜,contains,花生油
虾酱牛肉炒通菜,contains,酱油
虾酱牛肉炒通菜,contains,淀粉(豌豆)
虾酱牛肉炒通菜,contains,盐
何首乌鸡,contains,盐
何首乌鸡,contains,江米酒
何首乌鸡,contains,姜
八宝童鸡,contains,黄酒
八宝童鸡,contains,盐
八宝童鸡,contains,味精
八宝童鸡,contains,小葱
八宝童鸡,contains,姜
八宝童鸡,contains,淀粉(蚕豆)
炝苋菜,contains,辣椒(红、尖、干)
炝苋菜,contains,花椒
炝苋菜,contains,盐
炝苋菜,contains,色拉油
素什锦水饺,contains,大葱
素什锦水饺,contains,姜
素什锦水饺,contains,盐
素什锦水饺,contains,味精
素什锦水饺,contains,胡椒粉
素什锦水饺,contains,料酒
素什锦水饺,contains,香油
素什锦水饺,contains,猪油（炼制）
面筋草菇笋菜豆腐汤,contains,盐
面筋草菇笋菜豆腐汤,contains,味精
面筋草菇笋菜豆腐汤,contains,姜
面筋草菇笋菜豆腐汤,contains,芡粉
面筋草菇笋菜豆腐汤,contains,花生油
面筋草菇笋菜豆腐汤,contains,香油
香蕉粥,contains,冰糖
慈姑椰菜汤,contains,大葱
慈姑椰菜汤,contains,姜
慈姑椰菜汤,contains,盐
慈姑椰菜汤,contains,白砂糖
慈姑椰菜汤,contains,胡椒粉
奶油冬苋汤,contains,盐
奶油冬苋汤,contains,味精
奶油冬苋汤,contains,植物油
馄饨汤,contains,盐
馄饨汤,contains,白砂糖
馄饨汤,contains,味精
馄饨汤,contains,白胡椒
馄饨汤,contains,香油
馄饨汤,contains,大葱
上汤素水饺,contains,盐
上汤素水饺,contains,白砂糖
上汤素水饺,contains,酱油
上汤素水饺,contains,香油
上汤素水饺,contains,胡椒粉
上汤素水饺,contains,植物油
红花绿叶粥,contains,盐
素五丁饺,contains,大葱
素五丁饺,contains,味精
素五丁饺,contains,白砂糖
素五丁饺,contains,淀粉(豌豆)
素五丁饺,contains,鸡蛋
白菜包,contains,大葱
白菜包,contains,姜
白菜包,contains,香油
白菜包,contains,植物油
白菜包,contains,盐
白菜包,contains,味精
白菜包,contains,白砂糖
白菜包,contains,常用水
白菜包,contains,泡打粉
白菜包,contains,酵母
素三丝,contains,淀粉(蚕豆)
素三丝,contains,植物油
素三丝,contains,酱油
素三丝,contains,味精
素三丝,contains,香油
炒芹菜豆腐干,contains,盐
炒芹菜豆腐干,contains,味精
炒芹菜豆腐干,contains,花椒
炒芹菜豆腐干,contains,姜汁
炒芹菜豆腐干,contains,姜
炒芹菜豆腐干,contains,白砂糖
炒芹菜豆腐干,contains,淀粉(豌豆)
炒芹菜豆腐干,contains,花生油
金针熏鱼,contains,姜
金针熏鱼,contains,酱油
金针熏鱼,contains,黄酒
金针熏鱼,contains,盐
金针熏鱼,contains,味精
金针熏鱼,contains,胡椒粉
金针熏鱼,contains,香油
金针熏鱼,contains,植物油
蛋液鲫鱼羹,contains,盐
蛋液鲫鱼羹,contains,料酒
蛋液鲫鱼羹,contains,味精
蛋液鲫鱼羹,contains,酱油
蛋液鲫鱼羹,contains,香油
蛋液鲫鱼羹,contains,小葱
蛋液鲫鱼羹,contains,姜
芹菜粥,contains,盐
羔烧白果,contains,白砂糖
羔烧白果,contains,植物油
糖醋山药蛋块,contains,白砂糖
糖醋山药蛋块,contains,醋
糖醋山药蛋块,contains,小麦面粉
北芪参枣生鱼汤,contains,姜
北芪参枣生鱼汤,contains,盐
北芪参枣生鱼汤,contains,植物油
人参炖羊肉,contains,大葱
人参炖羊肉,contains,姜
人参炖羊肉,contains,料酒
人参炖羊肉,contains,盐
人参炖羊肉,contains,味精
芝麻仁粥,contains,冰糖
首乌小米粥,contains,白砂糖
牛肉归芪汤,contains,姜
牛肉归芪汤,contains,黄酒
牛肉归芪汤,contains,大葱
牛肉归芪汤,contains,盐
牛肉归芪汤,contains,味精
枸杞桃仁鸡丁,contains,盐
枸杞桃仁鸡丁,contains,味精
枸杞桃仁鸡丁,contains,白砂糖
枸杞桃仁鸡丁,contains,胡椒粉
枸杞桃仁鸡丁,contains,香油
枸杞桃仁鸡丁,contains,淀粉(豌豆)
枸杞桃仁鸡丁,contains,黄酒
枸杞桃仁鸡丁,contains,猪油（炼制）
枸杞桃仁鸡丁,contains,大葱
枸杞桃仁鸡丁,contains,姜
枸杞桃仁鸡丁,contains,大蒜
三鲜蛋饺汤,contains,胡椒粉
三鲜蛋饺汤,contains,盐
三鲜蛋饺汤,contains,味精
三鲜蛋饺汤,contains,鸡油
莲子蛋汤,contains,冰糖
小米红枣粥,contains,赤砂糖
卤百叶串,contains,桂皮
卤百叶串,contains,大葱
卤百叶串,contains,盐
卤百叶串,contains,猪油（炼制）
卤百叶串,contains,八角
卤百叶串,contains,茴香籽[小茴香籽]
卤百叶串,contains,姜
卤百叶串,contains,味精
卤百叶串,contains,辣椒酱
人参炖鸡,contains,黄酒
小米面甜沫,contains,植物油
小米面甜沫,contains,盐
小米面甜沫,contains,味精
小米面甜沫,contains,酱油
小米面甜沫,contains,胡椒粉
小米面甜沫,contains,大葱
小米面甜沫,contains,姜
鲜肉灌汤蒸饺,contains,盐
鲜肉灌汤蒸饺,contains,味精
鲜肉灌汤蒸饺,contains,酱油
鲜肉灌汤蒸饺,contains,料酒
鲜肉灌汤蒸饺,contains,葱汁
鲜肉灌汤蒸饺,contains,姜汁
鲜肉灌汤蒸饺,contains,香油
家常包子,contains,大葱
家常包子,contains,姜
家常包子,contains,盐
家常包子,contains,味精
家常包子,contains,白砂糖
家常包子,contains,酱油
家常包子,contains,碱
家常包子,contains,料酒
家常包子,contains,香油
家常包子,contains,酵母
黄芪煲鹌鹑,contains,大葱
黄芪煲鹌鹑,contains,姜
黄芪煲鹌鹑,contains,料酒
黄芪煲鹌鹑,contains,盐
黄芪煲鹌鹑,contains,味精
黄芪煲鹌鹑,contains,胡椒粉
鸡丝花卷,contains,大葱
鸡丝花卷,contains,盐
鸡丝花卷,contains,植物油
鸡丝花卷,contains,白砂糖
鸡丝花卷,contains,常用水
鸡丝花卷,contains,泡打粉
鸡丝花卷,contains,酵母
麦穗包,contains,大葱
麦穗包,contains,姜
麦穗包,contains,香油
麦穗包,contains,植物油
麦穗包,contains,花椒
麦穗包,contains,酱油
麦穗包,contains,盐
麦穗包,contains,味精
奶油珍珠,contains,盐
奶油珍珠,contains,白砂糖
奶油珍珠,contains,味精
奶油珍珠,contains,猪油（炼制）
奶油珍珠,contains,淀粉(玉米)
三丝金针菇,contains,料酒
三丝金针菇,contains,酱油
三丝金针菇,contains,盐
三丝金针菇,contains,鸡精
三丝金针菇,contains,胡椒粉
三丝金针菇,contains,姜
三丝金针菇,contains,香油
三丝金针菇,contains,醋
小米蛋奶粥,contains,白砂糖
豆薯粥,contains,白砂糖
丽参鸡汤,contains,姜
蚝油滑鸡条,contains,姜
蚝油滑鸡条,contains,小葱
蚝油滑鸡条,contains,大蒜
蚝油滑鸡条,contains,香油
蚝油滑鸡条,contains,味精
蚝油滑鸡条,contains,盐
蚝油滑鸡条,contains,白砂糖
蚝油滑鸡条,contains,蚝油
蚝油滑鸡条,contains,酱油
蚝油滑鸡条,contains,黄酒
蚝油滑鸡条,contains,胡椒粉
蚝油滑鸡条,contains,植物油
糟溜三白,contains,香糟
糟溜三白,contains,盐
糟溜三白,contains,白砂糖
糟溜三白,contains,味精
糟溜三白,contains,淀粉(豌豆)
糟溜三白,contains,猪油（炼制）
鸡汤面条,contains,盐
桂圆莲子粥,contains,白砂糖
银耳甘笋淡菜猪脚汤,contains,枣（干）
银耳甘笋淡菜猪脚汤,contains,姜
银耳甘笋淡菜猪脚汤,contains,大葱
银耳甘笋淡菜猪脚汤,contains,盐
菠菜瘦肉粥,contains,大葱
菠菜瘦肉粥,contains,姜
菠菜瘦肉粥,contains,盐
菠菜瘦肉粥,contains,色拉油
山东海参,contains,酱油
山东海参,contains,醋
山东海参,contains,黄酒
山东海参,contains,大葱
山东海参,contains,姜
山东海参,contains,香油
山东海参,contains,盐
山东海参,contains,味精
金针菇炖鳗鱼,contains,黄酒
金针菇炖鳗鱼,contains,盐
金针菇炖鳗鱼,contains,香油
滋补鲫鱼煲,contains,大葱
滋补鲫鱼煲,contains,姜
滋补鲫鱼煲,contains,盐
滋补鲫鱼煲,contains,料酒
滋补鲫鱼煲,contains,胡椒粉
圆肉腐竹红枣白菜汤,contains,姜
圆肉腐竹红枣白菜汤,contains,盐
芪归炖鸡汤,contains,盐
芪归炖鸡汤,contains,胡椒粉
金银丝糕,contains,白砂糖
金银丝糕,contains,碱
豆芽猪蹄汤,contains,八角
豆芽猪蹄汤,contains,盐
豆芽猪蹄汤,contains,味精
薏苡仁煲鹌鹑,contains,姜
薏苡仁煲鹌鹑,contains,大葱
薏苡仁煲鹌鹑,contains,胡椒粉
薏苡仁煲鹌鹑,contains,盐
薏苡仁煲鹌鹑,contains,植物油
薏苡仁煲鹌鹑,contains,酱油
白灵菇瘦肉粥,contains,香油
白灵菇瘦肉粥,contains,盐
白灵菇瘦肉粥,contains,大葱
人参粥,contains,冰糖
淮山芡实炖鱼肚,contains,盐
银耳莲子枸杞粥,contains,冰糖
腰花粥,contains,大葱
腰花粥,contains,姜
腰花粥,contains,盐
腰花粥,contains,味精
腰花粥,contains,黄酒
腰花粥,contains,五香粉
芦笋天门冬粥,contains,赤砂糖
瓤作海参,contains,小葱
瓤作海参,contains,姜
瓤作海参,contains,盐
瓤作海参,contains,淀粉(蚕豆)
瓤作海参,contains,料酒
瓤作海参,contains,大蒜
瓤作海参,contains,花生油
瓤作海参,contains,香油
瓤作海参,contains,味精
瓤作海参,contains,胡椒粉
参杞烧海参,contains,大葱
参杞烧海参,contains,酱油
参杞烧海参,contains,黄酒
参杞烧海参,contains,白砂糖
参杞烧海参,contains,淀粉(豌豆)
参杞烧海参,contains,辣椒油
猪肾山药粥,contains,盐
猪肾山药粥,contains,味精
毛豆虾仁羹,contains,盐
毛豆虾仁羹,contains,味精
毛豆虾仁羹,contains,猪油（炼制）
毛豆虾仁羹,contains,淀粉(玉米)
泥鳅黑豆粥,contains,料酒
泥鳅黑豆粥,contains,大葱
泥鳅黑豆粥,contains,姜
泥鳅黑豆粥,contains,味精
泥鳅黑豆粥,contains,盐
猪肾粥,contains,大葱
猪肾粥,contains,五香粉
猪肾粥,contains,姜
猪肾粥,contains,盐
银耳乌龙汤,contains,料酒
银耳乌龙汤,contains,盐
银耳乌龙汤,contains,味精
白果麦片粥,contains,盐
牛奶杏仁粥,contains,白砂糖
骨皮炖猪蹄,contains,盐
骨皮炖猪蹄,contains,味精
白果粥,contains,盐
刺儿菜粥,contains,大葱
刺儿菜粥,contains,盐
刺儿菜粥,contains,味精
刺儿菜粥,contains,香油
雀肉粟米羹汤,contains,盐
雀肉粟米羹汤,contains,葱白
淮杞羊腿汤,contains,姜
淮杞羊腿汤,contains,盐
白汁过鱼,contains,盐
白汁过鱼,contains,味精
白汁过鱼,contains,黄酒
白汁过鱼,contains,姜
白汁过鱼,contains,小葱
白汁过鱼,contains,猪油（炼制）
油菜粥,contains,盐
油菜粥,contains,味精
油菜粥,contains,香油
香茗粥,contains,姜
五彩野兔丝,contains,大葱
五彩野兔丝,contains,淀粉(蚕豆)
五彩野兔丝,contains,姜
五彩野兔丝,contains,盐
五彩野兔丝,contains,黄酒
五彩野兔丝,contains,味精
荔枝杞子猪肘汤,contains,盐
野菊花烧草鱼,contains,黄酒
野菊花烧草鱼,contains,酱油
野菊花烧草鱼,contains,白砂糖
野菊花烧草鱼,contains,胡椒粉
野菊花烧草鱼,contains,醋
野菊花烧草鱼,contains,淀粉(豌豆)
野菊花烧草鱼,contains,盐
野菊花烧草鱼,contains,味精
淮杞狗肉,contains,料酒
淮杞狗肉,contains,大葱
淮杞狗肉,contains,姜
淮杞狗肉,contains,盐
淮杞狗肉,contains,味精
淮杞狗肉,contains,胡椒粉
淮杞狗肉,contains,植物油
油浸鱼,contains,料酒
油浸鱼,contains,小葱
油浸鱼,contains,香油
油浸鱼,contains,姜
油浸鱼,contains,白砂糖
油浸鱼,contains,香菜
油浸鱼,contains,胡椒粉
油浸鱼,contains,酱油
油浸鱼,contains,花生油
油浸鱼,contains,味精
归参炖母鸡,contains,大葱
归参炖母鸡,contains,姜
归参炖母鸡,contains,盐
归参炖母鸡,contains,味精
归参炖母鸡,contains,黄酒
萝卜枸杞炖鸭肝,contains,大葱
萝卜枸杞炖鸭肝,contains,姜
萝卜枸杞炖鸭肝,contains,猪油（炼制）
萝卜枸杞炖鸭肝,contains,黄酒
萝卜枸杞炖鸭肝,contains,盐
枸杞炖羊肾,contains,大葱
枸杞炖羊肾,contains,姜
枸杞炖羊肾,contains,料酒
枸杞炖羊肾,contains,味精
枸杞炖羊肾,contains,盐
丝瓜蘑菇肉片汤,contains,香油
丝瓜蘑菇肉片汤,contains,盐
丝瓜蘑菇肉片汤,contains,淀粉(玉米)
鱼蓉海参,contains,鸡蛋清
鱼蓉海参,contains,大葱
鱼蓉海参,contains,姜
鱼蓉海参,contains,料酒
鱼蓉海参,contains,葱油
鱼蓉海参,contains,盐
鱼蓉海参,contains,味精
鱼蓉海参,contains,猪油（炼制）
鱼蓉海参,contains,香油
鱼蓉海参,contains,胡椒粉
肉末烧海参,contains,大葱
肉末烧海参,contains,大蒜
肉末烧海参,contains,酱油
肉末烧海参,contains,白砂糖
肉末烧海参,contains,淀粉(豌豆)
肉末烧海参,contains,葱油
红枣莲子羹,contains,冰糖
栗豆腐,contains,白砂糖
栗豆腐,contains,小葱
栗豆腐,contains,酱油
栗豆腐,contains,盐
栗豆腐,contains,味精
栗豆腐,contains,香油
鸡丝燕菜,contains,胡椒粉
鸡丝燕菜,contains,盐
鸡丝燕菜,contains,味精
火腿血燕,contains,盐
火腿血燕,contains,香油
火腿血燕,contains,味精
莜面卷,contains,大蒜
莜面卷,contains,盐
莜面卷,contains,酱油
莜面卷,contains,醋
莜面卷,contains,芝麻酱
莜面卷,contains,辣椒(红、尖、干)
莜面卷,contains,香油
天麻脑花,contains,料酒
天麻脑花,contains,盐
天麻脑花,contains,大葱
天麻脑花,contains,姜
天麻脑花,contains,花椒
天麻脑花,contains,味精
天麻脑花,contains,胡椒粉
红萝卜鲜木耳豆腐汤,contains,盐
红萝卜鲜木耳豆腐汤,contains,味精
红萝卜鲜木耳豆腐汤,contains,酱油
红萝卜鲜木耳豆腐汤,contains,白醋
红萝卜鲜木耳豆腐汤,contains,胡椒粉
红萝卜鲜木耳豆腐汤,contains,淀粉(玉米)
红萝卜鲜木耳豆腐汤,contains,香油
天厨海参,contains,大葱
天厨海参,contains,色拉油
天厨海参,contains,芡粉
天厨海参,contains,酱油
天厨海参,contains,味精
天厨海参,contains,料酒
天厨海参,contains,胡椒粉
天厨海参,contains,辣椒油
天厨海参,contains,醋
麻婆西施粥,contains,番茄酱
麻婆西施粥,contains,豆瓣辣酱
麻婆西施粥,contains,白砂糖
麻婆西施粥,contains,味精
麻婆西施粥,contains,香油
雪淋鸡,contains,黄酒
雪淋鸡,contains,盐
雪淋鸡,contains,小麦面粉
雪淋鸡,contains,味精
雪淋鸡,contains,猪油（炼制）
雪淋鸡,contains,白砂糖
杏仁奶豆腐,contains,白砂糖
杏仁奶豆腐,contains,冰糖
杏仁奶豆腐,contains,香精
荔枝山药粥,contains,白砂糖
七草粥,contains,盐
草菇煮豆腐,contains,淀粉(豌豆)
草菇煮豆腐,contains,花生油
草菇煮豆腐,contains,盐
草菇煮豆腐,contains,白砂糖
草菇煮豆腐,contains,酱油
肉丸粥,contains,大葱
肉丸粥,contains,料酒
肉丸粥,contains,酱油
肉丸粥,contains,盐
鲤鱼脑粥,contains,大葱
鲤鱼脑粥,contains,盐
鲤鱼脑粥,contains,猪油（炼制）
牛骨茶,contains,白砂糖
芹菜猪肉蒸饺,contains,大葱
芹菜猪肉蒸饺,contains,姜
芹菜猪肉蒸饺,contains,盐
芹菜猪肉蒸饺,contains,甜面酱
芹菜猪肉蒸饺,contains,香油
芹菜猪肉蒸饺,contains,花生油
盐猪肚饭,contains,大葱
盐猪肚饭,contains,香油
蛋菇,contains,白酱油
蛋菇,contains,胡椒粉
蛋菇,contains,味精
蛋菇,contains,黄酒
葱烧兔肉,contains,小葱
葱烧兔肉,contains,姜
葱烧兔肉,contains,酱油
葱烧兔肉,contains,盐
葱烧兔肉,contains,白砂糖
葱烧兔肉,contains,料酒
葱烧兔肉,contains,植物油
葱烧兔肉,contains,味精
小茏蒸饺,contains,大葱
小茏蒸饺,contains,盐
小茏蒸饺,contains,味精
小茏蒸饺,contains,酱油
小茏蒸饺,contains,胡椒粉
小茏蒸饺,contains,香油
雪菜叉烧包,contains,大葱
雪菜叉烧包,contains,姜
雪菜叉烧包,contains,盐
雪菜叉烧包,contains,白砂糖
雪菜叉烧包,contains,酱油
雪菜叉烧包,contains,料酒
雪菜叉烧包,contains,花生油
雪菜叉烧包,contains,泡打粉
三鲜粥,contains,盐
三鲜粥,contains,白酒
三鲜粥,contains,胡椒
雪花蹄筋,contains,黄酒
雪花蹄筋,contains,葱汁
雪花蹄筋,contains,姜汁
雪花蹄筋,contains,盐
雪花蹄筋,contains,味精
雪花蹄筋,contains,淀粉(玉米)
雪花蹄筋,contains,葱油
粉丝蛋,contains,盐
粉丝蛋,contains,玉米面（黄）
粉丝蛋,contains,大葱
文思豆腐,contains,盐
文思豆腐,contains,味精
黄芪蒸鹌鹑,contains,大葱
黄芪蒸鹌鹑,contains,姜
黄芪蒸鹌鹑,contains,胡椒粉
黄芪蒸鹌鹑,contains,盐
胡葱酥肉,contains,大葱
胡葱酥肉,contains,酱油
胡葱酥肉,contains,白砂糖
胡葱酥肉,contains,料酒
胡葱酥肉,contains,植物油
胡葱酥肉,contains,姜
面片甩袖汤,contains,植物油
面片甩袖汤,contains,盐
面片甩袖汤,contains,味精
面片甩袖汤,contains,胡椒粉
面片甩袖汤,contains,酱油
面片甩袖汤,contains,香油
小青菜包,contains,大葱
小青菜包,contains,姜
小青菜包,contains,盐
小青菜包,contains,酱油
小青菜包,contains,碱
小青菜包,contains,香油
小青菜包,contains,猪油（炼制）
小青菜包,contains,白砂糖
小青菜包,contains,酵母
鸡肉蒸饺,contains,植物油
鸡肉蒸饺,contains,盐
青椒兔柳,contains,盐
青椒兔柳,contains,鸡精
青椒兔柳,contains,胡椒粉
青椒兔柳,contains,料酒
青椒兔柳,contains,鸡油
青椒兔柳,contains,淀粉(玉米)
青椒兔柳,contains,大葱
青椒兔柳,contains,姜
青椒兔柳,contains,大蒜
青椒兔柳,contains,植物油
黄豆芽排骨,contains,盐
黄豆芽排骨,contains,料酒
黄豆芽排骨,contains,味精
黄豆芽排骨,contains,酱油
黄豆芽排骨,contains,大葱
黄豆芽排骨,contains,姜
胡椒牛肉汤,contains,胡椒
胡椒牛肉汤,contains,八角
胡椒牛肉汤,contains,盐
豆腐海鲜汤,contains,姜
豆腐海鲜汤,contains,盐
卤香菇素鸡,contains,酱油
卤香菇素鸡,contains,香油
卤香菇素鸡,contains,八角
卤香菇素鸡,contains,白砂糖
卤香菇素鸡,contains,盐
碧绿蹄筋,contains,料酒
碧绿蹄筋,contains,香油
碧绿蹄筋,contains,盐
碧绿蹄筋,contains,植物油
碧绿蹄筋,contains,淀粉(豌豆)
碧绿蹄筋,contains,味精
牛奶麦片粥,contains,白砂糖
芹菜包子,contains,大葱
芹菜包子,contains,姜
芹菜包子,contains,盐
芹菜包子,contains,味精
芹菜包子,contains,鸡精
芹菜包子,contains,酱油
芹菜包子,contains,碱
芹菜包子,contains,香油
芹菜包子,contains,花生油
芹菜包子,contains,酵母
鸡丝芹菜饭,contains,料酒
鸡丝芹菜饭,contains,盐
鸡丝芹菜饭,contains,猪油（炼制）
鸡丝芹菜饭,contains,味精
竹蛏芦笋饺,contains,大葱
竹蛏芦笋饺,contains,姜
竹蛏芦笋饺,contains,盐
竹蛏芦笋饺,contains,味精
竹蛏芦笋饺,contains,胡椒粉
竹蛏芦笋饺,contains,香油
竹蛏芦笋饺,contains,鸡蛋
鱼头炖豆腐,contains,大葱
鱼头炖豆腐,contains,姜
鱼头炖豆腐,contains,盐
鱼头炖豆腐,contains,料酒
牛肉热汤面,contains,植物油
牛肉热汤面,contains,大葱
